DATAFLOW,LAST UPDATE,freq,unit,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Lithuania,2010,17.2,b,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Lithuania,2011,16.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Lithuania,2012,17.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Lithuania,2013,17.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Lithuania,2014,18.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Lithuania,2015,20.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Lithuania,2016,19.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Lithuania,2017,19.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Lithuania,2018,18.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Lithuania,2019,15.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Lithuania,2020,14.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Lithuania,2021,12.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Lithuania,2022,10.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Lithuania,2023,10.9,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Lithuania,2024,10.6,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Luxembourg,2007,6.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Luxembourg,2008,6.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Luxembourg,2009,6.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Luxembourg,2010,6.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Luxembourg,2014,0.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Luxembourg,2018,-3.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Luxembourg,2022,-5.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Latvia,2010,18.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Latvia,2014,22.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Latvia,2015,24,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Latvia,2016,23.5,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Latvia,2017,22.9,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Latvia,2018,21.8,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Latvia,2019,22.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Latvia,2020,21.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Latvia,2021,19.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Latvia,2022,20.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Latvia,2023,18.7,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Latvia,2024,16.8,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Montenegro,2014,6.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,North Macedonia,2014,9.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2007,4.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2008,8.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2009,7.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2010,10.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2011,10.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2012,11.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2013,12.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2014,13.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2015,14.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2016,15.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2017,15.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2018,15.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2019,13.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2020,9.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2021,8.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2022,6.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2023,6.6,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Malta,2024,5.4,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2007,18.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2008,18.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2009,17.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2010,16.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2011,16.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2012,15.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2013,14.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2014,14.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2015,10.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2016,10.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2017,10.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2018,10.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2019,9.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2020,9.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2021,9.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2022,9.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2023,7.4,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Netherlands,2024,6.3,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2008,17.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2009,16.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2010,16.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2011,16.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2012,14.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2013,15.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2014,14.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2015,15.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2016,13.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2017,12.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2018,10.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2019,12.9,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2020,13.3,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2021,13.1,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2022,13.4,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2023,12.2,dp,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Norway,2024,12.4,dp,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2007,18.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2008,15.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2009,12.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2010,9.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2011,10.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2012,11.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2013,12.2,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2014,13.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2015,12.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2016,11.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2017,11.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2018,13.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2019,11.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2020,9.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2021,11.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2022,13.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2023,10.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Poland,2024,8.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2007,12.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2008,11.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2009,11.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2010,15.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2011,13.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2012,13.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2013,11.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2014,12.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2015,13.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2016,12.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2017,10.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2018,9.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2019,10.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2020,9.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2021,8.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2022,7.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2023,11.1,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Portugal,2024,10.4,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2007,12.3,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2008,12.2,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2009,12.1,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2010,10.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2011,9.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2012,8.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2013,7.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2014,6.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2015,6.1,e,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2016,5.6,e,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2017,5.1,e,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2018,4.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2019,5.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2020,5.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2021,5.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2022,6.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2023,6.4,e,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Romania,2024,6.4,e,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Serbia,2014,9.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Serbia,2018,13.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2008,18.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2009,17.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2010,16.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2011,17.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2012,17.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2013,16.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2014,15.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2015,15.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2016,14.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2017,13.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2018,12.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2019,12.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2020,10.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2021,11.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2022,10.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2023,11.7,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Sweden,2024,11.5,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2007,7.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2008,7.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2009,2.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2010,3.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2011,5.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2012,7.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2013,8.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2014,9.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2015,10.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2016,10.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2017,10.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2018,12.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2019,10.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2020,5.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2021,6.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2022,10.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2023,8.9,bp,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovenia,2024,10.8,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2008,26.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2009,29.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2010,27.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2011,26.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2012,26.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2013,24.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2014,25.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2015,24.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2016,24.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2017,24.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2018,24.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2019,22.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2020,20.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2021,19.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2022,20.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2023,19.3,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Slovakia,2024,18.7,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 35 to 44 years,Türkiye,2014,-6.8,,
